official_name,FECID,nothing_2024,firstname,lastname,bioname,state,state_abb,district,incumbent,level,electoral_district,office_name,candidate_UUID,party_ID,DOB,race,gender,person_UUID,ICPSR,state_ICPSR,bioguide_ID,nominate_dim1,office_facebook_page,office_instagram_account,office_twitter_account,office_youtube_account,office_tiktok_account,campaign_facebook_page,campaign_instagram_account,campaign_twitter_account,campaign_youtube_account,campaign_tiktok_account,office_truthsocial_account,campaign_truthsocial_account,office_telegram_account,campaign_telegram_account,office_gettr_account,campaign_gettr_account,office_rumble_account,campaign_rumble_account,cook_2024,competitive,seatup_2024,cookreport24_raw,party_standardized
Steven A. Horsford,H2NV04011,0.0,Steven,Horsford,"HORSFORD, Steven",Nevada,NV,4.0,Incumbent,country,Nevada's 4th congressional district,U.S. Representative,2bdd262a-f8f8-5122-83a4-f159783bd520,Democratic Party,4/29/73,Black or African-American,Male,44f5e8cb-f714-4039-a322-a5563e132911,21339.0,65.0,H001066,-0.326,https://www.facebook.com/RepHorsford/,https://www.instagram.com/rephorsford/,https://twitter.com/RepHorsford,https://www.youtube.com/@rephorsford/featured,,https://www.facebook.com/stevenhorsford/,https://www.instagram.com/stevenahorsford/,https://twitter.com/StevenHorsford,https://www.youtube.com/channel/UCGb2Uw2gbpcipfIehO1iIkg/featured,https://www.tiktok.com/@stevenahorsford?lang=en,,,,,,,,,Likely Democrat,1.0,,,Democratic Party
Steven Elliott,H2MI13311,0.0,Steven,Elliott,,Michigan,MI,12.0,Non-Incumbent,country,Michigan's 12th congressional district,U.S. Representative,1aa79c90-9b98-512f-a10b-1c924c8fb4da,Republican Party,,,,8c771360-8088-423c-9089-40eb58bd6d9c,,,,,,,,,,https://www.facebook.com/StevenElliottMI,https://www.instagram.com/StevenElliottMI,https://x.com/StevenElliottMI,https://www.youtube.com/@StevenElliottMI,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Steven Feldman,H4NC10146,0.0,Steven,Feldman,,North Carolina,NC,10.0,Non-Incumbent,country,North Carolina's 10th congressional district,U.S. Representative,3b5f14da-3790-526f-8eb6-0ccde08c7086,Libertarian Party,7/9/58,,,345bdc6f-41bb-4bd8-8033-cf2b31593dbe,,,,,,,,,,https://www.facebook.com/groups/stevefeldmanforcongress,https://www.instagram.com/steve_feldman_for_congress,https://x.com/Feldman_4_USC,https://www.youtube.com/channel/UCKOE-wgt2ByqHsDhcbB-eUA,,,,,,,,,,Not Competitive,0.0,,,Third Party
Steven Joseph Corvi,H4RI02115,0.0,Steven,Corvi,,Rhode Island,RI,2.0,Non-Incumbent,country,Rhode Island's 2nd congressional district,U.S. Representative,0d2514a5-6558-51cb-a5c7-2d92337a57a3,Republican Party,,,,c55e670a-f217-40e2-8c58-9b673b9f6a42,,,,,,,,,,https://www.facebook.com/profile.php?id=61557947007427,https://www.instagram.com/corviforcongress/,https://x.com/Corvi4Congress,https://www.youtube.com/@CorviforCongress,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Steven Wendelin,H4WV02247,0.0,Steven,Wendelin,,West Virginia,WV,2.0,Non-Incumbent,country,West Virginia's 2nd congressional district,U.S. Representative,ec0295ed-9b43-5a76-be36-447a77815427,Democratic Party,,,,3135cd2f-01e2-482d-bd21-ad425253eccb,,,,,,,,,,https://www.facebook.com/profile.php?id=61550962770186,https://www.instagram.com/that_sailor_for_congress,https://x.com/Wendelin4WV,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Steven Wright,H4TX35025,0.0,Steven,Wright,,Texas,TX,35.0,Non-Incumbent,country,Texas's 35th congressional district,U.S. Representative,7db32ad9-aa5e-50d2-b8a4-3daaed5238df,Republican Party,,,,4c34ea1f-0116-419c-aaee-652bacdd38d9,,,,,,,,,,https://www.facebook.com/StevenWrightforCongress,https://www.instagram.com/steve_wright_for_congress_2024/,,,https://www.tiktok.com/@steven.wright.for,,,,,,,,,Not Competitive,0.0,,,Republican Party
Stewart O. Jones,H4SC03202,0.0,Stewart,Jones,,South Carolina,SC,3.0,Non-Incumbent,country,South Carolina's 3rd congressional district,U.S. Representative,05aa069c-60ac-5c04-8684-b784434a49dd,Republican Party,,,,7757c109-e07b-43af-b510-70dca7b16cf2,,,,,,,,,,https://www.facebook.com/RepStewartJones,,https://twitter.com/jones4liberty,https://www.youtube.com/@StewartJonesforCongress-br4rr,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Stewart Peay,H4UT03252,0.0,Stewart,Peay,,Utah,UT,3.0,Non-Incumbent,country,Utah's 3rd congressional district,U.S. Representative,5cbb2aac-4173-5ae4-a354-504ec4a2afba,Republican Party,,,,915da0fd-e581-4483-bf44-ae11ab4fc397,,,,,,,,,,https://www.facebook.com/profile.php?id=61555566350386,https://www.instagram.com/peay4utah/,https://twitter.com/PeayForUtah,https://www.youtube.com/@PeayforCongress,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Stuart Whitlow,H4TX31081,0.0,Stuart,Whitlow,,Texas,TX,31.0,Non-Incumbent,country,Texas's 31st congressional district,U.S. Representative,238dfe7a-21f1-5be1-b1e1-1afad7485644,Democratic Party,,,,c63a8264-f960-4036-bd3a-b38dfa90f23e,,,,,,,,,,https://www.facebook.com/WhitlowForCongress,https://www.instagram.com/StuartWhitlow31/,https://twitter.com/StuartWhitlow31,https://www.youtube.com/@StuartWhitlow,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Sue Altman,H4NJ07107,0.0,Sue,Altman,,New Jersey,NJ,7.0,Non-Incumbent,country,New Jersey's 7th congressional district,U.S. Representative,98b5bc97-70d9-5c8f-89e0-54924908455f,Democratic Party,,,,4194e753-58f1-4c42-956e-1bf7cd6d6b82,,,,,,,,,,https://www.facebook.com/altmanforcongress/,https://www.instagram.com/altmanforcongress,https://twitter.com/suealtman,,,,,,,,,,,Republican Toss Up,1.0,,,Democratic Party
Suhas Subramanyam,H4VA10279,0.0,Suhas,Subramanyam,,Virginia,VA,10.0,Non-Incumbent,country,Virginia's 10th congressional district,U.S. Representative,ebb7e2ad-ee81-531e-bc18-b0d2d59c696a,Democratic Party,9/26/86,,,9b92fd54-6589-4b93-9f37-34fd989e6ac9,,,,,,,,,,https://www.facebook.com/suhasforva,https://www.instagram.com/suhasforva/,https://twitter.com/SuhasforVA,https://www.youtube.com/@suhasforvirginia,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Summer Lee,H2PA18200,0.0,Summer,Lee,"LEE, Summer",Pennsylvania,PA,12.0,Incumbent,country,Pennsylvania's 12th congressional district,U.S. Representative,163bff71-c66a-5f1b-ba2b-26483569c075,Democratic Party,11/26/87,Black or African-American,Female,78dcfc31-7314-4b87-98e4-4cd0f597a141,22342.0,14.0,L000602,-0.414,https://www.facebook.com/RepSummerLee/,https://instagram.com/senatorjakecorman,https://twitter.com/RepSummerLee,https://www.youtube.com/@repsummerlee,https://www.tiktok.com/@repsummerlee,https://www.facebook.com/SummerForPA/,https://www.instagram.com/summerleeforpa/,https://twitter.com/SummerForPA,https://www.youtube.com/channel/UCPqom3sA5HPNOO34m6agKGw,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Susan Hathaway-Altman,H2IL11264,0.0,Susan,Altman,,Illinois,IL,11.0,Non-Incumbent,country,Illinois's 11th congressional district,U.S. Representative,c7819754-1355-52b0-b72a-90c078285154,Republican Party,,,,cee728ca-6bf7-47ea-a60b-908088985a06,,,,,,,,,,https://www.facebook.com/susanforcongress/,https://www.instagram.com/susanhathawayaltman/,https://twitter.com/susan4congress,,,,https://truthsocial.com/@SusanHathawayAltman,,,,,,,Not Competitive,0.0,,,Republican Party
Susan Rubio,H4CA31154,0.0,Susan,Rubio,,California,CA,31.0,Non-Incumbent,country,California's 31st congressional district,U.S. Representative,17fb9e8e-60d0-5bcc-b29f-a507dcc05cfd,Democratic Party,,,,46fca299-5cfe-4d62-8aa0-9e3c01b690d9,,,,,,,,,https://www.tiktok.com/@senatorsusanrubio?lang=en,https://www.facebook.com/SusanRubioCA/,https://www.instagram.com/susanrubioca/,https://twitter.com/susanrubioca,https://www.youtube.com/@susanrubio9748,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Susan Wild,H8PA15229,0.0,Susan,Wild,"WILD, Susan",Pennsylvania,PA,7.0,Incumbent,country,Pennsylvania's 7th congressional district,U.S. Representative,565f3d6a-5ee2-508b-a92a-95872dde8875,Democratic Party,6/7/57,White,Female,87b9375a-4bfe-4355-8fb1-46e569e3fc9a,21763.0,14.0,W000826,-0.26,https://www.facebook.com/repsusanwild,https://www.instagram.com/repsusanwild/,https://twitter.com/RepSusanWild,https://www.youtube.com/@repsusanwild/,,https://www.facebook.com/wildforcongress,https://www.instagram.com/wildforcongress/,https://twitter.com/wildforcongress,https://www.youtube.com/channel/UCJ6TSAJIoRTKm4zO2qDRevQ,,,,,,,,,,Democrat Toss Up,1.0,,,Democratic Party
Susheela Jayapal,H4OR03150,0.0,Susheela,Jayapal,,Oregon,OR,3.0,Non-Incumbent,country,Oregon's 3rd congressional district,U.S. Representative,e93e0c89-40ea-5531-a743-749623e64a4d,Democratic Party,,,,be8de632-9659-401a-b820-4a7187722d75,,,,,,,,,,https://www.facebook.com/susheelaforcongress,https://www.instagram.com/susheelaforcongress,https://twitter.com/susheelajayapal,https://www.youtube.com/@SusheelaForCongress/featured,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Susie Lee,H6NV04020,0.0,Susie,Lee,"LEE, Susie",Nevada,NV,3.0,Incumbent,country,Nevada's 3rd congressional district,U.S. Representative,7d155c14-f268-5351-bef4-e5e129762f82,Democratic Party,11/7/66,White,Female,988e8d7c-bc58-4dd0-a54f-c85ae3d89477,21938.0,65.0,L000590,-0.234,https://www.facebook.com/RepSusieLee,https://www.instagram.com/repsusielee/,https://twitter.com/RepSusieLee,https://www.youtube.com/@RepSusieLee/featured,,https://www.facebook.com/susieleenv,https://www.instagram.com/susieleenv/,https://twitter.com/susieleenv,https://www.youtube.com/@susieleeforcongress3874,,,,,,,,,,Lean Democrat,1.0,,,Democratic Party
Suzan DelBene,H0WA08046,0.0,Suzan,Delbene,"DelBENE, Suzan K.",Washington,WA,1.0,Incumbent,country,Washington's 1st congressional district,U.S. Representative,45fc4206-f908-570b-ac60-ad02f6972ba1,Democratic Party,2/17/62,White,Female,308b390b-c353-42a3-ba00-aee2a98b486b,31101.0,73.0,D000617,-0.291,https://www.facebook.com/RepDelBene,https://www.instagram.com/repdelbene/,https://twitter.com/RepDelBene,https://www.youtube.com/channel/UCd00b7TpKDZIr-Ujhaktvjg,,https://facebook.com/suzandelbene,https://instagram.com/suzan.delbene,https://twitter.com/suzandelbene,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Suzanne Bonamici,H2OR01133,0.0,Suzanne,Bonamici,"BONAMICI, Suzanne",Oregon,OR,1.0,Incumbent,country,Oregon's 1st congressional district,U.S. Representative,277b7af8-eb49-5fd6-8c5a-a5cb59e421a4,Democratic Party,10/14/54,White,Female,b68916ad-d75d-49ce-bd43-5902a29ad9af,21198.0,72.0,B001278,-0.397,https://www.facebook.com/CongresswomanBonamici,https://www.instagram.com/RepBonamici/,https://twitter.com/RepBonamici,https://www.youtube.com/user/RepSuzanneBonamici,,https://facebook.com/suzannebonamici,https://instagram.com/suzanne.bonamici,,,https://www.tiktok.com/@suzannebonamiciofficial?lang=en,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Suzanne Harp,H4TX03130,0.0,Suzanne,Harp,,Texas,TX,3.0,Non-Incumbent,country,Texas's 3rd congressional district,U.S. Representative,9b0ee14a-1e4f-5ad7-9ef8-c4e7485139b8,Republican Party,,,,f727f814-b1e0-4e7f-a0d7-ffdad00e56a4,,,,,,,,,,https://www.facebook.com/RealSuzanneHarp,https://www.instagram.com/realsuzanneharp/,https://twitter.com/RealSuzanneHarp,"https://www.youtube.com/@SuzanneforCongress, https://www.youtube.com/@suzanneharp9111",https://www.tiktok.com/@suzanneharp4congress?lang=en,,,,,,,,,Not Competitive,0.0,,,Republican Party
Sydney Kamlager,H2CA37304,0.0,Sydney,Kamlager,"KAMLAGER-DOVE, Sydney",California,CA,37.0,Incumbent,country,California's 37th congressional district,U.S. Representative,871fd168-a4f0-56ab-9b7c-865c08460633,Democratic Party,7/20/72,"Multiracial, Black or African-American, White",Female,e59a9122-f8bf-46bc-8678-4dd87d8815c1,22333.0,71.0,K000400,-0.549,"https://www.facebook.com/profile.php?id=100089336773046, https://facebook.com/sensydneykamlager","https://www.instagram.com/rep_kamlagerdove/, https://instagram.com/asmkamlagerdove",https://twitter.com/RepKamlagerDove,,https://www.tiktok.com/@sydneykamlager,https://www.facebook.com/SydneyKamlagerCA,https://www.instagram.com/sydneykamlager/,https://twitter.com/sydneykamlager,https://www.youtube.com/@sydneykamlager6159,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Sylvester Turner,H4TX18237,0.0,Sylvester,Turner,,Texas,TX,18.0,Non-Incumbent,country,Texas's 18th congressional district,U.S. Representative,dbf8ad6c-2651-5c7c-abc2-f7d99d018c4a,Democratic Party,9/27/54,,,3bc47d00-d5f5-4ca2-aa84-f2b0bb8dd97d,,,,,,,,,,,,,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Sylvia Garcia,H8TX29052,0.0,Sylvia,Garcia,"GARCIA, Sylvia",Texas,TX,29.0,Incumbent,country,Texas's 29th congressional district,U.S. Representative,c66a0bd6-fa82-5d10-8fa8-d07a235b9779,Democratic Party,9/6/50,Hispanic or Latino,Female,93ea59f3-4ca4-4403-9208-e1404dc22599,21922.0,49.0,G000587,-0.783,https://www.facebook.com/RepSylviaGarcia,https://www.instagram.com/repsylviagarcia/,https://twitter.com/RepSylviaGarcia,https://www.youtube.com/channel/UCkDqAfUk6rg2namKW5dtQYA,,https://www.facebook.com/SylviaRGarcia,https://www.instagram.com/lacongresista/,https://twitter.com/LaCongresista,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Tad Jude,H4MN03159,0.0,Tad,Jude,,Minnesota,MN,3.0,Non-Incumbent,country,Minnesota's 3rd congressional district,U.S. Representative,e38d4c34-d8e2-51ea-bc33-afe872a744d1,Republican Party,12/13/51,,,83026034-cc5c-4746-8a36-789ffade8eaa,,,,,,,,,,https://www.facebook.com/tadjudeforcongress,https://www.instagram.com/tadjudeforcongress/,https://x.com/TadJude_MN03,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Tambrei Cash,H4GA14040,0.0,Tambrei,Cash,,Georgia,GA,9.0,Non-Incumbent,country,Georgia's 9th congressional district,U.S. Representative,f3d02a0f-0fcc-51c8-8206-a452090af2b1,Democratic Party,,,,5628443c-1d5a-48aa-956a-f01d1f2ae480,,,,,,,,,,https://www.facebook.com/cash4ga,https://www.instagram.com/cash4ga,https://twitter.com/cash4ga,https://www.youtube.com/@Cash4GA,https://www.tiktok.com/@cash4ga,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Tamie Wilson,H2OH04164,0.0,Tamie,Wilson,,Ohio,OH,4.0,Non-Incumbent,country,Ohio's 4th congressional district,U.S. Representative,44fd98d7-7d20-5612-bae8-4d05d718c9f6,Democratic Party,,,,9a26f117-a2a9-404c-bb0a-57bca8e64fe7,,,,,,,,,,https://www.facebook.com/TamieUSCongress/,https://www.instagram.com/tamieuscongress/,https://twitter.com/tamieuscongress,https://www.youtube.com/@TamieUSCongress,https://www.tiktok.com/@tamieforohio?lang=en,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Tanya Lloyd,H4TX27089,0.0,Tanya,Lloyd,,Texas,TX,27.0,Non-Incumbent,country,Texas's 27th congressional district,U.S. Representative,2110f8d4-41f1-5ffa-acb1-3b8972c483cc,Democratic Party,,,,b98ca4f3-e92d-4c8e-9b27-65965cb8440d,,,,,,,,,,https://www.facebook.com/TanyaForTX27/,https://www.instagram.com/tanyafortx27,https://twitter.com/TanyaForTX27,,https://www.tiktok.com/@tanyafortx27,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Tatiana Fernandez,H4FL07145,0.0,Tatiana,Fernandez,,Florida,FL,7.0,Non-Incumbent,country,Florida's 7th congressional district,U.S. Representative,92a8c62b-1026-5afb-88d4-4433285d7db5,Democratic Party,,,,fa1385b0-14e6-4471-9606-5b1d33c2213e,,,,,,,,,,https://www.facebook.com/Tatiana7USA/,https://www.instagram.com/tatianaforcongress.fl.7/,https://x.com/CongressTatiana,https://www.youtube.com/@HilsiaTatianaFernandezforUSCon,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Tayler J. Rahm,H4MN02169,0.0,Tayler,Rahm,,Minnesota,MN,2.0,Non-Incumbent,country,Minnesota's 2nd congressional district,U.S. Representative,e9c8cd3f-3d6a-5bf8-93af-3251529dbe09,Republican Party,,,,664077d0-e0f9-4965-9b4f-e7aa5dd1dee6,,,,,,,,,,https://www.facebook.com/RahmforCongress,https://www.instagram.com/rahm_for_congress/,https://x.com/TaylerRahm2024,https://www.youtube.com/@TaylerRahmforCongress-bv8xu,,,,,,,,,,Lean Democrat,1.0,,,Republican Party
Taylor Turcotte,H4MS02217,0.0,Taylor,Turcotte,,Mississippi,MS,2.0,Non-Incumbent,country,Mississippi's 2nd congressional district,U.S. Representative,a39352b5-58cd-5d56-9f9d-56117e1a8c4a,Republican Party,,,,4137b76b-a992-48d7-8f28-5d7868373104,,,,,,,,,,https://www.facebook.com/TaylorTurcotteForCongress,https://www.instagram.com/TurcotteForCongress,https://twitter.com/Turcotte2024,https://www.youtube.com/@TurcotteForCongress/featured,https://www.tiktok.com/@mstaylorturcotte,,,,,,,,,Not Competitive,0.0,,,Republican Party
Ted W. Lieu,H4CA33119,0.0,Ted,Lieu,"LIEU, Ted",California,CA,36.0,Incumbent,country,California's 36th congressional district,U.S. Representative,235d5143-ec7f-5ce1-be78-215da38de2a1,Democratic Party,3/29/69,Asian American or Pacific Islander,Male,145fd8c1-16dd-4991-a739-f0ce32762da7,21507.0,71.0,L000582,-0.371,https://www.facebook.com/RepTedLieu,https://www.instagram.com/RepTedLieu/,https://twitter.com/RepTedLieu,https://www.youtube.com/reptedlieu,,https://www.facebook.com/tedlieu,,https://twitter.com/tedlieu,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Tekesha A. Martinez,H4MD06282,0.0,Tekesha,Martinez,,Maryland,MD,6.0,Non-Incumbent,country,Maryland's 6th congressional district,U.S. Representative,f09365b7-a0b3-51c3-8763-26cd7a0c79b6,Democratic Party,,,,378bb544-32e5-480a-b78f-8e4fb5b3ef19,,,,,,,,,,https://www.facebook.com/votetekeshamartinez,https://www.instagram.com/votetekeshamartinez,https://twitter.com/tekeshamartinez,https://www.youtube.com/@votetekeshamartinez,https://www.tiktok.com/@tashidavisforbaltimore,,,,,,,,,Likely Democrat,1.0,,,Democratic Party
Teresa Leger Fernandez,H0NM03102,0.0,Teresa,Fernandez,"LEGER FERNANDEZ, Teresa",New Mexico,NM,3.0,Incumbent,country,New Mexico's 3rd congressional district,U.S. Representative,27365cbd-bbcf-5d59-bfc3-ff0d4d91277c,Democratic Party,7/1/59,Hispanic or Latino,Female,513768a9-6a2f-4485-9ee3-580a23115fd8,22131.0,66.0,L000273,-0.348,https://www.facebook.com/RepTeresaLF/,https://www.instagram.com/repteresalf,https://twitter.com/RepTeresaLF,https://www.youtube.com/channel/UCrNf1uQEmfRZ0Q4G8pTzqfg,,https://www.facebook.com/TeresaForNM,https://www.instagram.com/teresafornm/,https://twitter.com/TeresaForNM,https://www.youtube.com/channel/UCZMeRh_kFVGQ2pSOyZ75f6A,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Teresa Orwig,H4OR03226,0.0,Teresa,Orwig,,Oregon,OR,3.0,Non-Incumbent,country,Oregon's 3rd congressional district,U.S. Representative,fde3ca85-80de-5fd0-bea8-119356ca68c7,Republican Party,,,,d94618ca-f2e3-4dbe-84a0-69af0a7aff85,,,,,,,,,,https://www.facebook.com/people/Teresa-Orwig/pfbid02BJejdaCK1VJUkha7QRFtGG5KHYqnUFt6ir8hWqzVLkYXSnXQTvNkZ98L1Pd5FhL3l/?mibextid=LQQJ4d,,https://twitter.com/Teresa4congress,https://www.youtube.com/@Teresa4OregonCongress/featured,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Terri Hill,H4MD03172,0.0,Terri,Hill,,Maryland,MD,3.0,Non-Incumbent,country,Maryland's 3rd congressional district,U.S. Representative,7cfe350a-5818-5841-bc13-092f80963156,Democratic Party,,,,be1c225d-01b6-44be-8628-aef3ac5ae2c8,,,,,,,,,,https://www.facebook.com/TerriHillforCongress/,https://www.instagram.com/terrihillforcongress,https://twitter.com/TerriHillMD,https://www.youtube.com/results?search_query=Terri+Hill+for+congress,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Terri Sewell,H0AL07086,0.0,Terri,Sewell,"SEWELL, Terri",Alabama,AL,7.0,Incumbent,country,Alabama's 7th congressional district,U.S. Representative,f40d2210-f278-5e98-9d97-7f73cedea10e,Democratic Party,1/1/65,Black or African-American,Female,720ff44c-611d-431d-860b-fb424016dc42,21102.0,41.0,S001185,-0.401,https://www.facebook.com/RepSewell,https://www.instagram.com/repterriasewell,https://twitter.com/RepTerriSewell,https://www.youtube.com/user/RepSewell,,https://www.facebook.com/sewell4congress/,"https://www.instagram.com/sewell4congress/, https://facebook.com/sewell4congress",https://twitter.com/Sewell4Congress,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Terris E. Todd,H4VA07226,0.0,Terris,Todd,,Virginia,VA,7.0,Non-Incumbent,country,Virginia's 7th congressional district,U.S. Representative,024b9f16-365d-5854-bb79-bc2f6df5b147,Republican Party,,,,dfcbe8aa-c5f7-41fa-a38e-9d07ad29fc3d,,,,,,,,,,https://www.facebook.com/TerrisToddforCongress/,,,,,,,,,,,,,Lean Democrat,1.0,,,Republican Party
Terry L. Crandall,H4CA47218,0.0,Terry,Crandall,,California,CA,47.0,Non-Incumbent,country,California's 47th congressional district,U.S. Representative,601c3a30-db8d-5ea8-a65a-446c16d53b62,Unaffiliated,,,,f9abef1e-c450-44e3-afb1-1ddd0dae9bf1,,,,,,,,,,,https://www.instagram.com/crandALLforcongress,https://twitter.com/vote_crandall,,https://www.tiktok.com/@crandallforcongress,,,,,,,,,Lean Democrat,1.0,,,Third Party
"Theodore ""Teddy"" Liddell",H4NJ01209,0.0,Theodore,Liddell,,New Jersey,NJ,1.0,Non-Incumbent,country,New Jersey's 1st congressional district,U.S. Representative,bc53c260-7da6-5151-96d7-8a8af54dd9e0,Republican Party,,,,fae07b32-8ec8-489f-abc4-a92af22d1d42,,,,,,,,,,https://www.facebook.com/theodoreteddy.liddell,https://www.instagram.com/theodoreteddyliddell/,https://x.com/TeddyLiddellNJ,https://www.youtube.com/@TeddyLiddell/videos,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Theresa Boisseau,H4TX10226,0.0,Theresa,Boisseau,,Texas,TX,10.0,Non-Incumbent,country,Texas's 10th congressional district,U.S. Representative,e319600b-6fed-5e41-8a02-306e1f431a39,Democratic Party,,,,0420fa79-45a7-468d-ac4c-fd288d76c070,,,,,,,,,,https://www.facebook.com/theresa4texas,https://www.instagram.com/theresa4texas,https://twitter.com/Theresa4Texas,https://www.youtube.com/channel/UCyd_ZE7lgKTjDchvDRg4A9g,https://www.tiktok.com/@theresa4texas,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Thomas A. Carle,H4NY23075,0.0,Thomas,Carle,,New York,NY,23.0,Non-Incumbent,country,New York's 23rd congressional district,U.S. Representative,e0c9cb4d-8784-51f4-8d0e-7a7fc93f6f83,"Working Families Party, Democratic Party",,,,90290b94-91cb-4fce-b92e-68bd584a42ad,,,,,,,,,,,,https://x.com/carlecongress,https://www.youtube.com/@tomcarle7530,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Thomas Chalifoux,H4FL09182,0.0,Thomas,Chalifoux,,Florida,FL,9.0,Non-Incumbent,country,Florida's 9th congressional district,U.S. Representative,6bf58a71-6f8b-517e-9e9e-488b21825bcb,Republican Party,,,,b591fac8-01f7-4dc0-a3ae-54102d9956b3,,,,,,,,,,https://www.facebook.com/ThomasChalifouxForCongress,,https://twitter.com/TeamChalifoux,https://www.youtube.com/@TeamChalifoux,,,,,,,,,,Likely Democrat,1.0,,,Republican Party
Thomas Clatterbuck,H4IL13258,0.0,Thomas,Clatterbuck,,Illinois,IL,13.0,Non-Incumbent,country,Illinois's 13th congressional district,U.S. Representative,683cd993-0c19-51ca-9fe7-6131166d86ed,Republican Party,,,,5ea84fa5-df58-40f2-a849-2cc82895dd93,,,,,,,,,,https://www.facebook.com/profile.php?id=61550330998031,,https://twitter.com/Clatterbuck_13,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Thomas Cole,H4CA24191,0.0,Thomas,Cole,,California,CA,24.0,Non-Incumbent,country,California's 24th congressional district,U.S. Representative,5eed108b-cd49-5ae4-a902-536702cdafd4,Republican Party,,,,ac2ccfcf-a28b-482e-b497-484af630fc4c,,,,,,,,,,https://www.facebook.com/thomascole4congress,,https://twitter.com/Thomascole1776,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Thomas E. Davis,H4TN04247,0.0,Thomas,Davis,,Tennessee,TN,4.0,Non-Incumbent,country,Tennessee's 4th congressional district,U.S. Representative,d21da74b-edf3-534c-9b9a-7cc8d4dca140,Republican Party,,,,d3b4290e-d525-46d8-8ad3-853f9b51c991,,,,,,,,,,https://www.facebook.com/profile.php?id=61555700777823,,,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
"Thomas H. Kean, Jr.",H0NJ07261,0.0,Thomas,Kean,"KEAN, Thomas",New Jersey,NJ,7.0,Incumbent,country,New Jersey's 7th congressional district,U.S. Representative,7811873e-9f0c-5d44-9746-76c1270c1627,Republican Party,9/5/68,White,Male,8725d118-7cc6-4a4f-9fc8-d732755539e6,22334.0,12.0,K000398,0.193,https://www.facebook.com/CongressmanKean,https://www.instagram.com/congressmankean/,https://x.com/CongressmanKean,https://www.youtube.com/@congressmankean/videos,,https://www.facebook.com/KeanForCongress,https://www.instagram.com/tomkean/,https://twitter.com/KeanForCongress,https://www.youtube.com/TomKean,,,,,,,,,,Republican Toss Up,1.0,,,Republican Party
Thomas J. Zmich,H0NY06086,0.0,Thomas,Zmich,,New York,NY,6.0,Non-Incumbent,country,New York's 6th congressional district,U.S. Representative,ee12aed0-b7cb-5cfa-9be3-f9ac3d42256c,"Republican Party, Conservative Party",,,,947abd3b-23f7-4575-b5ab-40e8e78b02dd,,,,,,,,,,,,,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Thomas Massie,H2KY04121,0.0,Thomas,Massie,"MASSIE, Thomas",Kentucky,KY,4.0,Incumbent,country,Kentucky's 4th congressional district,U.S. Representative,e0c22565-292f-5e0a-9186-c861f73eb6a7,Republican Party,1/13/71,White,Male,e9c37910-4bb5-4030-bb4e-30338eac2b6a,31102.0,51.0,M001184,0.678,https://www.facebook.com/RepThomasMassie,https://www.instagram.com/repthomasmassie/,https://twitter.com/RepThomasMassie,https://www.youtube.com/@RepThomasMassie,,https://www.facebook.com/ThomasMassieforCongress,,https://twitter.com/MassieforKY,https://www.youtube.com/channel/UCBcbCNawJ-GIHipjTobIneQ,,https://truthsocial.com/@repthomasmassie,https://truthsocial.com/@ThomasMassie,,,,,,,Not Competitive,0.0,,,Republican Party
